Age;Gender;Marital Status;Occupation;Monthly Income;Educational Qualifications;Family size;latitude;longitude;Pin code;Medium (P1);Medium (P2);Meal(P1);Meal(P2);Perference(P1);Perference(P2);Ease and convenient;Time saving;More restaurant choices;Easy Payment option;More Offers and Discount;Good Food quality;Good Tracking system;Self Cooking;Health Concern;Late Delivery;Poor Hygiene;Bad past experience;Unavailability;Unaffordable;Long delivery time;Delay of delivery person getting assigned;Delay of delivery person picking up food;Wrong order delivered;Missing item;Order placed by mistake;Influence of time;Order Time;Maximum wait time;Residence in busy location;Google Maps Accuracy;Good Road Condition;Low quantity low time;Delivery person ability;Influence of rating;Less Delivery time;High Quality of package;Number of calls;Politeness;Freshness ;Temperature;Good Taste ;Good Quantity;Output;Reviews
32;Female;Married;Employee;More than 50000;Graduate;1;130.019;775.713;560003;Food delivery apps; Web browser;Breakfast; Lunch;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Neutral;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Disagree;Disagree;Agree;Agree;Strongly agree;Agree;Agree;Disagree;Agree;Agree;Disagree;Agree;Disagree;Yes;Anytime (Mon-Sun);30 minutes;Agree;Strongly Agree;Strongly Agree;Disagree;Disagree;Yes;Very Important;Important;Important;Very Important;Important;Moderately Important;Very Important;Very Important;No;I require faster delivery with minimum calls
23;Male;Single;Student;No Income;Post Graduate;2;130.019;775.713;560003;Food delivery apps; Direct call;Breakfast; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Agree;Strongly agree;Agree;Agree;Disagree;Disagree;Disagree;Agree;Strongly agree;Strongly agree;Disagree;Strongly agree;Disagree;Yes;Anytime (Mon-Sun);30 minutes;Agree;Agree;Strongly Agree;Disagree;Disagree;Yes;Important;Very Important;Very Important;Very Important;Important;Important;Important;Important;Yes;NIL
19;Male;Single;Student;No Income;Graduate;2;130.019;775.713;560003;Food delivery apps; Web browser;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Disagree;Agree;Neutral;Disagree;Disagree;Agree;Disagree;Strongly disagree;Agree;Disagree;Agree;Disagree;Disagree;Agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Yes;Anytime (Mon-Sun);15 minutes;Agree;Strongly Agree;Agree;Strongly Agree;Agree;No;Important;Very Important;Very Important;Important;Important;Very Important;Important;Important;No;I had bad experiences with the food delivered to me 
19;Female;Single;Student;No Income;Graduate;4;129.537;776.176;560047;Food delivery apps; Walk-in;Dinner; Dinner;Non Veg foods (Lunch / Dinner); Sweets;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Neutral;Agree;Neutral;Agree;Agree;Neutral;Agree;Agree;Neutral;Strongly agree;Strongly agree;Strongly agree;Disagree;Disagree;Disagree;Yes;Anytime (Mon-Sun);45 minutes;Disagree;Agree;Agree;Disagree;Agree;Yes;Important;Important;Slightly Important;Slightly Important;Very Important;Important;Important;Important;Yes;nil
27;Female;Married;Employee;25001 to 50000;Post Graduate;2;129.698;77.75;560066;Food delivery apps; Walk-in;Lunch; Snacks;Veg foods (Breakfast / Lunch / Dinner); Ice cream / Cool drinks;Agree;Neutral;Disagree;Neutral;Neutral;Neutral;Neutral;Neutral;Strongly agree;Agree;Neutral;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Agree;Strongly agree;Strongly agree;Agree;Maybe;Anytime (Mon-Sun);30 minutes;Neutral;Disagree;Disagree;Neutral;Neutral;Yes;Important;Very Important;Slightly Important;Moderately Important;Very Important;Very Important;Very Important;Very Important;No;Nil 
25;Male;Single;Self Employeed;25001 to 50000;Graduate;3;12.998;776.227;560005;Food delivery apps; Web browser;Dinner; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Disagree;Strongly disagree;Disagree;Strongly disagree;Disagree;Strongly disagree;Disagree;Agree;Strongly disagree;Agree;Disagree;Disagree;Disagree;Yes;Anytime (Mon-Sun);30 minutes;Agree;Neutral;Agree;Neutral;Agree;Yes;Important;Very Important;Important;Very Important;Important;Important;Important;Important;Yes;I love swiggy !!
33;Male;Married;Employee;More than 50000;Ph.D;5;12.998;776.227;560005;Food delivery apps; Direct call;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Disagree;Disagree;Disagree;Disagree;Strongly disagree;Disagree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Disagree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Yes;Anytime (Mon-Sun);30 minutes;Agree;Neutral;Agree;Agree;Agree;Yes;Very Important;Very Important;Very Important;Very Important;Very Important;Moderately Important;Important;Very Important;No;I once had damaged package from zomato and they declined to offer me refund.worst behavior !
26;Female;Single;Employee;More than 50000;Graduate;3;12.998;776.227;560005;Food delivery apps; Web browser;Breakfast; Lunch;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Disagree;Disagree;Agree;Disagree;Neutral;Disagree;Disagree;Agree;Strongly agree;Agree;Agree;Neutral;Agree;Yes;Anytime (Mon-Sun);45 minutes;Agree;Strongly Agree;Agree;Agree;Agree;No;Slightly Important;Slightly Important;Slightly Important;Slightly Important;Slightly Important;Slightly Important;Slightly Important;Slightly Important;Yes;I'm satisfied with swiggy and their wonderful offers
22;Female;Single;Student;Below Rs.10000;Post Graduate;4;129.343;776.044;560029;Food delivery apps; Direct call;Lunch; Snacks;Non Veg foods (Lunch / Dinner); Sweets;Strongly agree;Neutral;Agree;Agree;Agree;Neutral;Agree;Agree;Neutral;Agree;Agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Agree;Agree;Agree;Agree;Yes;Weekend (Sat & Sun);45 minutes;Disagree;Neutral;Disagree;Disagree;Disagree;Yes;Important;Moderately Important;Important;Moderately Important;Very Important;Important;Important;Important;Yes;Nil
23;Male;Single;Student;No Income;Post Graduate;3;13.102;775.864;560064;Food delivery apps; Walk-in;Lunch; Dinner;Veg foods (Breakfast / Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Agree;Agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Disagree;Strongly agree;Neutral;Yes;Anytime (Mon-Sun);30 minutes;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Yes;Important;Important;Important;Important;Very Important;Very Important;Very Important;Very Important;No;Nil
22;Female;Single;Student;No Income;Graduate;3;130.158;77.539;560096;Food delivery apps; Walk-in;Snacks; Dinner;Veg foods (Breakfast / Lunch / Dinner); Sweets;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Agree;Disagree;Neutral;Disagree;Strongly disagree;Disagree;Agree;Disagree;Disagree;Agree;Agree;Strongly agree;Yes;Anytime (Mon-Sun);45 minutes;Neutral;Agree;Agree;Agree;Agree;Yes;Important;Important;Slightly Important;Slightly Important;Very Important;Very Important;Very Important;Very Important;Yes;Prices of food items differ while using different smartphones to order at the same time. So, there is no uniform pricing system in food delivery apps. But yes, they add a lot of convenience in our lives!
25;Male;Married;Employee;25001 to 50000;Graduate;2;12.998;776.227;560005;Food delivery apps; Web browser;Breakfast; Snacks;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Disagree;Disagree;Disagree;Disagree;Neutral;Disagree;Agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Disagree;Agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Yes;Anytime (Mon-Sun);45 minutes;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Maybe;Important;Important;Very Important;Very Important;Moderately Important;Moderately Important;Important;Moderately Important;Yes;I'm okay ordering online for food
30;Female;Married;House wife;No Income;School;5;12.998;776.227;560005;Food delivery apps; Direct call;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Agree;Disagree;Disagree;Disagree;Disagree;Strongly disagree;Disagree;Agree;Agree;Disagree;Disagree;Strongly disagree;Disagree;No;Weekdays (Mon-Fri);30 minutes;Agree;Agree;Strongly Agree;Agree;Strongly Agree;No;Important;Very Important;Very Important;Very Important;Important;Very Important;Very Important;Very Important;Yes;I love ordering candies for my children from swiggy
24;Male;Single;Student;No Income;Post Graduate;3;130.138;775.877;560006;Food delivery apps; Web browser;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Disagree;Disagree;Strongly agree;Strongly disagree;Disagree;Disagree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Disagree;Neutral;Agree;Strongly agree;Strongly agree;Neutral;Yes;Anytime (Mon-Sun);15 minutes;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Yes;Important;Very Important;Important;Very Important;Very Important;Important;Very Important;Very Important;No;I hate zomato and food panda. Poor tracking and poor customer service
25;Male;Single;Employee;10001 to 25000;Post Graduate;3;130.138;775.877;560006;Food delivery apps; Web browser;Breakfast; Snacks;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Disagree;Disagree;Agree;Disagree;Disagree;Disagree;Strongly disagree;Agree;Strongly agree;Strongly agree;Disagree;Disagree;Strongly disagree;Yes;Anytime (Mon-Sun);45 minutes;Agree;Strongly Agree;Strongly Agree;Agree;Agree;No;Important;Important;Very Important;Very Important;Slightly Important;Moderately Important;Moderately Important;Slightly Important;Yes;Best service is provided by swiggy
23;Male;Single;Student;More than 50000;Post Graduate;3;12.977;775.773;560009;Food delivery apps; Direct call;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Agree;Neutral;Disagree;Neutral;Neutral;Agree;Strongly disagree;Neutral;Agree;Agree;Strongly agree;Strongly agree;Agree;Yes;Anytime (Mon-Sun);45 minutes;Strongly Agree;Strongly Agree;Strongly Agree;Strongly disagree;Strongly Agree;Yes;Very Important;Very Important;Very Important;Very Important;Very Important;Very Important;Very Important;Very Important;Yes;Nil 
24;Female;Single;Student;No Income;Post Graduate;4;130.496;774.941;560073;Food delivery apps; Direct call;Lunch; Dinner;Veg foods (Breakfast / Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Agree;Agree;Agree;Neutral;Agree;Neutral;Neutral;Strongly agree;Neutral;Strongly agree;Agree;Neutral;Neutral;Agree;Agree;Agree;Disagree;Neutral;Disagree;Yes;Anytime (Mon-Sun);30 minutes;Agree;Neutral;Neutral;Strongly disagree;Neutral;No;Very Important;Very Important;Very Important;Important;Very Important;Very Important;Very Important;Very Important;Yes;Nil
32;Male;Married;Employee;10001 to 25000;Graduate;4;129.783;776.408;560038;Food delivery apps; Walk-in;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Agree;Neutral;Neutral;Agree;Disagree;Neutral;Agree;Agree;Agree;Neutral;Neutral;Agree;Neutral;Agree;Neutral;Agree;Disagree;Disagree;Disagree;Yes;Weekend (Sat & Sun);30 minutes;Neutral;Neutral;Agree;Neutral;Agree;Yes;Moderately Important;Important;Important;Moderately Important;Moderately Important;Slightly Important;Moderately Important;Important;Yes;NIL
22;Male;Single;Student;No Income;Post Graduate;4;129.889;775.741;560020;Food delivery apps; Direct call;Dinner; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Neutral;Neutral;Neutral;Neutral;Agree;Disagree;Agree;Disagree;Neutral;Agree;Disagree;Neutral;Disagree;Neutral;Agree;Disagree;Neutral;Neutral;Disagree;Agree;Yes;Anytime (Mon-Sun);30 minutes;Disagree;Neutral;Disagree;Agree;Neutral;Yes;Slightly Important;Moderately Important;Important;Slightly Important;Moderately Important;Important;Very Important;Important;Yes;NIL
23;Male;Single;Student;More than 50000;Post Graduate;3;12.977;775.773;560009;Food delivery apps; Direct call;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Agree;Neutral;Disagree;Neutral;Neutral;Agree;Strongly disagree;Neutral;Agree;Agree;Strongly agree;Strongly agree;Agree;Yes;Anytime (Mon-Sun);45 minutes;Strongly Agree;Strongly Agree;Strongly Agree;Strongly disagree;Strongly Agree;Yes;Very Important;Very Important;Very Important;Very Important;Very Important;Very Important;Very Important;Very Important;Yes;Nil 
23;Female;Single;Student;No Income;Post Graduate;4;130.487;775.923;560024;Food delivery apps; Direct call;Dinner; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Strongly agree;Strongly agree;Strongly agree;Neutral;Neutral;Strongly agree;Strongly agree;Neutral;Disagree;Neutral;Strongly agree;Agree;Neutral;Disagree;Agree;Agree;Agree;Strongly agree;Agree;Neutral;Yes;Weekend (Sat & Sun);45 minutes;Neutral;Neutral;Neutral;Neutral;Neutral;Yes;Important;Important;Moderately Important;Moderately Important;Very Important;Very Important;Very Important;Very Important;Yes;Nil
20;Male;Single;Student;No Income;Graduate;2;129.579;776.309;560007;Food delivery apps; Direct call;Breakfast; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Neutral;Disagree;Agree;Disagree;Disagree;Disagree;Strongly disagree;Agree;Disagree;Agree;Disagree;Disagree;Strongly disagree;Yes;Anytime (Mon-Sun);30 minutes;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Yes;Important;Very Important;Important;Very Important;Important;Important;Important;Important;Yes;Swiggy and zomato are the best food delivery apps
21;Male;Single;Student;No Income;Graduate;2;129.579;776.309;560007;Food delivery apps; Web browser;Breakfast; Snacks;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Disagree;Strongly disagree;Disagree;Strongly disagree;Disagree;Disagree;Agree;Agree;Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Yes;Anytime (Mon-Sun);30 minutes;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Yes;Important;Very Important;Important;Very Important;Moderately Important;Slightly Important;Moderately Important;Important;Yes;I have no issues with the delivery 
24;Female;Married;Self Employeed;10001 to 25000;Graduate;5;129.579;776.309;560007;Food delivery apps; Web browser;Lunch; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Disagree;Agree;Neutral;Disagree;Agree;Agree;Agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Agree;Strongly agree;Agree;Strongly disagree;Strongly disagree;Yes;Anytime (Mon-Sun);45 minutes;Agree;Strongly Agree;Agree;Agree;Agree;Yes;Important;Important;Very Important;Important;Important;Moderately Important;Moderately Important;Important;Yes;Food delivery apps are performing well in Bangalore. But poor delivery when it comes to rural places
23;Female;Single;Student;No Income;Post Graduate;4;130.487;775.923;560024;Food delivery apps; Direct call;Dinner; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Strongly agree;Strongly agree;Strongly agree;Neutral;Neutral;Strongly agree;Strongly agree;Neutral;Disagree;Neutral;Strongly agree;Agree;Neutral;Disagree;Agree;Agree;Agree;Strongly agree;Agree;Neutral;Yes;Weekend (Sat & Sun);45 minutes;Neutral;Neutral;Neutral;Neutral;Neutral;Yes;Important;Important;Moderately Important;Moderately Important;Very Important;Very Important;Very Important;Very Important;Yes;Nil
25;Male;Single;Employee;25001 to 50000;Post Graduate;3;12.985;775.533;560010;Food delivery apps; Web browser;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Disagree;Disagree;Disagree;Disagree;Agree;Disagree;Disagree;Strongly disagree;Strongly disagree;Agree;Strongly agree;Agree;Disagree;Disagree;Disagree;Yes;Anytime (Mon-Sun);30 minutes;Agree;Strongly Agree;Agree;Neutral;Neutral;Yes;Important;Important;Very Important;Important;Important;Important;Very Important;Slightly Important;Yes;I love being a part of zomato premium member. I get amazing offers
32;Female;Married;House wife;No Income;Graduate;3;12.985;775.533;560010;Direct call; Web browser;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Neutral;Neutral;Agree;Agree;Disagree;Agree;Disagree;Disagree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;Strongly disagree;Yes;Anytime (Mon-Sun);60 minutes;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Yes;Important;Very Important;Important;Very Important;Moderately Important;Slightly Important;Important;Important;Yes;Whenever I'm not well, use dunzo to order for my whole family 
27;Male;Married;Employee;More than 50000;Ph.D;5;12.985;775.533;560010;Food delivery apps; Web browser;Dinner; Dinner;Non Veg foods (Lunch / Dinner); Ice cream / Cool drinks;Agree;Disagree;Neutral;Disagree;Neutral;Disagree;Strongly disagree;Agree;Agree;Strongly agree;Strongly agree;Agree;Disagree;Disagree;Agree;Strongly agree;Agree;Agree;Strongly agree;Strongly disagree;Yes;Anytime (Mon-Sun);15 minutes;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Yes;Important;Very Important;Important;Very Important;Very Important;Very Important;Very Important;Very Important;No;Worst behavior by customer care. They process refund quite late
20;Female;Single;Student;No Income;Graduate;2;129.337;77.59;560011;Food delivery apps; Web browser;Dinner; Dinner;Non Veg foods (Lunch / Dinner); Ice cream / Cool drinks;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Disagree;Agree;Disagree;Disagree;Disagree;Strongly disagree;Disagree;Neutral;Agree;Disagree;Disagree;Disagree;Disagree;Yes;Anytime (Mon-Sun);45 minutes;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Yes;Important;Very Important;Important;Moderately Important;Important;Important;Moderately Important;Important;Yes;Best delivery people working hard for their family. respect them
21;Male;Single;Student;No Income;Graduate;2;129.337;77.59;560011;Food delivery apps; Walk-in;Breakfast; Lunch;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Disagree;Strongly disagree;Neutral;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Disagree;Disagree;Agree;Agree;Agree;Strongly disagree;Yes;Anytime (Mon-Sun);45 minutes;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Yes;Important;Very Important;Very Important;Very Important;Important;Important;Important;Important;Yes;I have no issues with the food delivery service. They're good
26;Male;Single;Employee;More than 50000;Post Graduate;3;129.337;77.59;560011;Food delivery apps; Walk-in;Dinner; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Disagree;Strongly disagree;Disagree;Strongly disagree;Disagree;Strongly disagree;Disagree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Disagree;Disagree;Neutral;Agree;Neutral;Disagree;Yes;Anytime (Mon-Sun);15 minutes;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Yes;Important;Very Important;Important;Very Important;Important;Important;Important;Important;No;I can't blame the delivery people for late delivery. It lies in the logistics department of such startups.
25;Male;Single;Employee;10001 to 25000;Graduate;4;130.166;776.804;560016;Food delivery apps; Direct call;Lunch; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;Agree;Neutral;Strongly agree;Disagree;Neutral;Agree;Strongly agree;Disagree;Disagree;Disagree;Disagree;Disagree;Agree;Yes;Anytime (Mon-Sun);45 minutes;Agree;Agree;Agree;Strongly disagree;Agree;Yes;Very Important;Very Important;Unimportant;Very Important;Very Important;Important;Very Important;Very Important;Yes;NIL
26;Male;Single;Employee;25001 to 50000;Post Graduate;3;13.014;775.658;560012;Food delivery apps; Direct call;Dinner; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Disagree;Strongly disagree;Neutral;Disagree;Strongly disagree;Disagree;Strongly disagree;Disagree;Neutral;Agree;Neutral;Disagree;Disagree;No;Anytime (Mon-Sun);More than 60 minutes;Agree;Strongly Agree;Agree;Agree;Agree;No;Important;Important;Moderately Important;Important;Moderately Important;Moderately Important;Moderately Important;Moderately Important;Yes;I'm satisfied with the service and swiggy is the best
26;Female;Married;Employee;25001 to 50000;Graduate;3;13.014;775.658;560012;Food delivery apps; Direct call;Breakfast; Lunch;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Agree;Strongly agree;Agree;Agree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Strongly disagree;Disagree;Agree;Strongly agree;Agree;Agree;Disagree;Strongly disagree;Yes;Anytime (Mon-Sun);30 minutes;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Yes;Important;Important;Important;Important;Important;Very Important;Important;Important;Yes;I love food delivery service. They are amazing 
27;Male;Single;Employee;More than 50000;Ph.D;4;130.503;775.529;560013;Food delivery apps; Walk-in;Lunch; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Disagree;Agree;Neutral;Disagree;Strongly disagree;Agree;Agree;Agree;Strongly disagree;Strongly disagree;Strongly disagree;Yes;Anytime (Mon-Sun);15 minutes;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Maybe;Important;Very Important;Important;Very Important;Important;Important;Important;Very Important;No;I require faster delivery. Nowadays due to covid, the delivery service is slow
27;Female;Single;Student;No Income;Ph.D;5;130.503;775.529;560013;Food delivery apps; Walk-in;Breakfast; Lunch;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Disagree;Disagree;Strongly disagree;Disagree;Strongly disagree;Disagree;Disagree;Agree;Neutral;Agree;Agree;Agree;Disagree;Disagree;Agree;Agree;Agree;Disagree;Disagree;Strongly disagree;Yes;Anytime (Mon-Sun);15 minutes;Disagree;Strongly Agree;Agree;Agree;Neutral;Yes;Important;Important;Important;Important;Slightly Important;Moderately Important;Important;Important;No;A delivery person abused me for marking the location wrong. I can understand his tedious work. But abusing with such vulgar words is not tolerable
24;Female;Single;Student;No Income;Post Graduate;5;129.883;775.987;560051;Food delivery apps; Walk-in;Breakfast; Dinner;Veg foods (Breakfast / Lunch / Dinner); Sweets;Agree;Strongly agree;Agree;Neutral;Disagree;Agree;Strongly agree;Agree;Agree;Disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Disagree;Disagree;Disagree;Disagree;Agree;Strongly agree;Maybe;Anytime (Mon-Sun);45 minutes;Strongly Agree;Neutral;Disagree;Neutral;Agree;Yes;Very Important;Very Important;Very Important;Very Important;Very Important;Very Important;Very Important;Very Important;Yes;Nil
25;Male;Married;Self Employeed;More than 50000;School;2;130.626;775.284;560015;Food delivery apps; Direct call;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Disagree;Disagree;Neutral;Disagree;Disagree;Strongly disagree;Strongly disagree;Neutral;Agree;Neutral;Neutral;Disagree;Disagree;Yes;Anytime (Mon-Sun);45 minutes;Agree;Neutral;Disagree;Disagree;Disagree;Yes;Important;Very Important;Important;Very Important;Slightly Important;Slightly Important;Slightly Important;Slightly Important;Yes;Certainly a wonderful delivery service
20;Male;Single;Student;No Income;Graduate;2;130.626;775.284;560015;Food delivery apps; Direct call;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Disagree;Disagree;Strongly disagree;Disagree;Disagree;Disagree;Disagree;Agree;Agree;Agree;Neutral;Agree;Neutral;Agree;Disagree;Disagree;Neutral;Disagree;Strongly disagree;Strongly disagree;Yes;Anytime (Mon-Sun);15 minutes;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Yes;Important;Very Important;Important;Important;Moderately Important;Important;Important;Important;No;There are not much restaurant choices
22;Male;Single;Student;No Income;Post Graduate;1;130.626;775.284;560015;Food delivery apps; Walk-in;Dinner; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Disagree;Disagree;Strongly disagree;Disagree;Disagree;Strongly disagree;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;No;Anytime (Mon-Sun);More than 60 minutes;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Maybe;Slightly Important;Slightly Important;Moderately Important;Slightly Important;Unimportant;Slightly Important;Unimportant;Slightly Important;Yes;No problem with food delivery startups
26;Female;Married;Student;Below Rs.10000;Ph.D;3;130.166;776.804;560016;Food delivery apps; Web browser;Snacks; Dinner;Non Veg foods (Lunch / Dinner); Sweets;Agree;Agree;Agree;Agree;Neutral;Neutral;Agree;Disagree;Disagree;Neutral;Disagree;Disagree;Strongly disagree;Strongly disagree;Agree;Strongly agree;Agree;Strongly disagree;Strongly disagree;Strongly disagree;Yes;Anytime (Mon-Sun);30 minutes;Agree;Strongly Agree;Agree;Agree;Agree;Yes;Important;Very Important;Important;Important;Moderately Important;Important;Moderately Important;Important;Yes;NIL
27;Male;Prefer not to say;Employee;25001 to 50000;Post Graduate;1;130.166;776.804;560016;Food delivery apps; Walk-in;Breakfast; Dinner;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Agree;Agree;Agree;Disagree;Disagree;Disagree;No;Weekend (Sat & Sun);45 minutes;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Yes;Important;Very Important;Important;Important;Important;Very Important;Important;Important;Yes;NIL
25;Female;Single;Student;No Income;Post Graduate;3;129.551;776.593;560017;Food delivery apps; Web browser;Breakfast; Snacks;Non Veg foods (Lunch / Dinner); Veg foods (Breakfast / Lunch / Dinner);Agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Disagree;Strongly disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Agree;Agree;Agree;Neutral;Agree;Agree;Yes;Anytime (Mon-Sun);30 minutes;Disagree;Disagree;Neutral;Neutral;Neutral;Maybe;Important;Moderately Important;Moderately Important;Important;Moderately Important;Moderately Important;Moderately Important;Moderately Important;Yes;Best service, Crazy drivers !
